ZipCode,GeographicAreaName,Under5,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80to84,over85,Median age (years)
 16610,ZCTA5 16610,920,878,1175,1121,1010,940,1176,1123,1119,1233,796,1290,1155,649,683,543,229,444,39.7
 16611,ZCTA5 16611,11,0,0,12,0,98,24,0,0,7,12,28,30,53,0,3,0,11,34
 16612,ZCTA5 16612,1510,1097,1491,1262,1244,1661,2049,1966,1443,1136,1375,2222,1450,1339,1001,345,393,318,38.4
 16613,ZCTA5 16613,2633,2565,3567,3289,4267,3733,4026,3503,4520,3238,3001,4428,4227,3591,2483,1915,929,831,40.7
 16614,ZCTA5 16614,448,372,585,716,725,789,565,620,498,836,702,728,986,513,212,203,174,72,40.4
 16615,ZCTA5 16615,147,170,200,272,226,476,178,271,53,344,99,273,314,420,76,101,40,11,37.8
 16616,ZCTA5 16616,965,2372,1841,2098,1379,1707,1219,1506,1376,1493,1510,1236,1463,648,441,452,339,448,33.7
 16617,ZCTA5 16617,584,500,390,222,174,312,426,384,465,432,364,506,532,547,496,263,176,271,45.5
 16618,ZCTA5 16618,2083,1642,1899,1595,2139,2510,2855,2594,1930,1732,1796,2219,1862,2019,1426,722,418,476,36.8
 16619,ZCTA5 16619,514,1128,1629,1368,1390,1269,1044,1444,1187,1388,1338,858,1593,1186,821,861,367,478,40.9
 16620,ZCTA5 16620,192,212,212,155,287,237,353,362,115,205,285,276,371,214,160,147,73,132,39.7
 16621,ZCTA5 16621,551,512,676,682,825,945,628,1094,445,730,893,1186,760,773,573,639,403,175,44
 16622,ZCTA5 16622,227,202,245,337,345,205,295,271,142,397,359,409,421,451,272,197,180,204,48.7
 16623,ZCTA5 16623,624,662,433,259,499,294,731,420,348,450,482,425,468,237,150,80,52,144,33.7
 16624,ZCTA5 16624,608,515,506,352,412,609,479,872,322,350,513,628,681,364,172,193,122,106,37.6
 16625,ZCTA5 16625,323,414,631,398,285,229,453,470,596,432,251,365,823,537,313,298,128,192,42.5
 16626,ZCTA5 16626,204,229,470,248,228,85,41,221,344,377,223,269,298,186,168,129,239,190,45
 16627,ZCTA5 16627,1222,640,665,595,816,1130,900,1148,788,724,749,1001,876,586,482,369,265,225,37.6
 16628,ZCTA5 16628,1935,2265,1848,2460,2165,1418,1835,2182,2290,1656,2304,2397,2294,1934,1512,1074,474,629,40.5
 16629,ZCTA5 16629,1305,1276,1264,1258,1281,1187,2002,1495,1515,1292,1109,1377,1487,1567,900,543,666,613,40
 16630,ZCTA5 16630,194,137,346,577,751,235,152,164,228,286,526,364,597,448,344,311,256,488,51.1
 16631,ZCTA5 16631,67,106,203,134,233,117,167,99,182,241,487,323,246,216,58,92,62,18,49.9
 16632,ZCTA5 16632,715,1224,1332,941,1711,1038,1792,1259,951,906,948,1224,1164,769,478,166,309,100,34.3
 16633,ZCTA5 16633,716,1283,1150,1089,1001,884,989,780,1343,1189,1405,1187,1470,1374,938,619,411,1166,46.4
 16634,ZCTA5 16634,1823,1409,1623,2014,2448,2078,2059,2027,1580,1901,1968,2783,2573,1914,2031,1506,885,1252,44.6
 16635,ZCTA5 16635,1501,1783,1456,1328,1601,2183,2225,2069,1710,1335,1993,2387,2227,2473,1084,667,367,516,41.3
 16636,ZCTA5 16636,34,0,7,21,10,0,56,18,17,0,39,29,191,50,21,20,112,0,62
 16637,ZCTA5 16637,1221,1576,1503,1472,1743,1604,1619,1571,1964,1686,2397,2025,2673,2145,1393,888,457,308,44.6
 16638,ZCTA5 16638,981,1158,1171,1025,902,1152,1472,1407,1083,1010,1127,1215,1227,983,433,581,248,265,38
 16639,ZCTA5 16639,1080,1031,749,906,547,1204,962,843,1041,849,669,876,869,774,540,238,243,246,36.7
 16640,ZCTA5 16640,760,967,1123,1063,830,889,1039,1171,1253,883,1062,1280,1179,660,433,270,356,547,40.2
 16641,ZCTA5 16641,1177,795,842,1469,1842,1275,1321,983,1732,946,1274,945,1351,1133,562,250,194,348,37.9
 16642,ZCTA5 16642,253,591,964,682,712,530,291,391,769,759,1455,1000,534,646,676,399,251,336,47.4
 16643,ZCTA5 16643,666,1458,1489,1107,1268,1484,1163,1793,1026,1016,1574,1462,1410,1304,890,369,330,473,39
 16644,ZCTA5 16644,1881,1885,1884,2000,2201,2027,2397,2209,2283,1982,2165,3107,2746,2463,2187,1132,1309,1858,45.2
 16645,ZCTA5 16645,1367,1443,2019,1491,1334,1276,1544,1341,1685,1690,1749,1980,1489,1337,1425,720,675,653,42.6
 16646,ZCTA5 16646,353,332,432,783,316,158,99,298,322,390,312,323,392,258,464,162,142,58,40.6
 16647,ZCTA5 16647,2723,3320,3486,3106,2336,2344,3114,3834,3359,3192,4166,4235,4403,3591,2971,1654,749,737,43.4
 16648,ZCTA5 16648,249,375,420,237,375,575,365,434,442,370,458,585,485,419,207,184,116,113,41.6
 16649,ZCTA5 16649,518,844,731,667,405,265,469,531,829,1026,872,707,549,678,597,433,305,131,45.1
 16650,ZCTA5 16650,1343,1232,1271,1429,859,914,955,1028,1455,1041,1160,1751,1510,1231,1458,716,819,1125,46
 16651,ZCTA5 16651,155,407,245,548,276,382,325,437,545,404,405,570,459,283,167,204,45,69,41
 16652,ZCTA5 16652,531,645,476,417,361,355,360,599,621,497,620,453,650,423,266,182,248,164,40.8
 16653,ZCTA5 16653,500,314,294,270,443,758,523,400,320,209,517,609,360,376,245,83,87,141,36.9
 16654,ZCTA5 16654,685,731,659,564,622,774,765,1022,708,486,1120,862,822,543,484,348,221,255,40.1
 16655,ZCTA5 16655,594,460,823,907,787,582,758,502,430,457,436,799,570,349,285,109,95,240,33
 16656,ZCTA5 16656,556,422,709,1209,967,556,709,621,750,461,456,647,717,411,438,352,281,315,36.9
 16657,ZCTA5 16657,2804,3141,2947,2359,3472,3792,3748,3220,2843,2671,2494,2905,2275,1768,1104,924,113,267,33.6
 16658,ZCTA5 16658,3048,2429,2467,2015,1577,1927,2772,2754,2323,2409,2225,2459,2273,2575,1493,992,542,863,39.1
 16659,ZCTA5 16659,215,325,406,3655,2319,233,152,186,316,416,461,599,520,381,264,164,102,65,20.6
 16660,ZCTA5 16660,802,997,763,760,618,554,552,790,1061,824,899,1128,712,580,619,403,270,317,42.4
 16661,ZCTA5 16661,1838,1686,2490,3508,2183,1541,1832,1972,1892,2637,2147,2508,2066,2180,1033,1108,598,464,39.6
 16662,ZCTA5 16662,1381,926,1276,1184,1476,1482,1660,1248,1016,1181,1537,1232,1184,1034,729,328,436,504,37.1
 16663,ZCTA5 16663,248,237,301,403,283,325,375,342,331,200,204,317,342,188,299,125,45,24,37.1
 16664,ZCTA5 16664,357,213,241,490,1022,407,272,672,296,206,402,500,593,846,408,209,92,211,40.4
 16665,ZCTA5 16665,922,1406,1279,722,422,522,650,1135,1124,904,788,915,1134,1055,619,769,303,715,43.6
 16666,ZCTA5 16666,0,33,58,134,600,1763,829,623,134,178,310,76,208,189,208,111,100,81,30.7
 16667,ZCTA5 16667,558,430,345,381,2060,5142,3858,1941,1112,731,1404,1276,1005,1429,1106,1094,676,1157,35.3
 16668,ZCTA5 16668,1700,2463,1987,10161,13587,6123,3743,2055,1713,1582,1545,1520,1388,1316,1049,586,593,568,22.9
 16669,ZCTA5 16669,343,72,142,62,752,2635,2092,1052,543,1140,666,713,723,817,646,843,339,432,39.4
 16670,ZCTA5 16670,84,297,358,622,2316,3277,2065,1312,578,596,769,939,435,359,284,405,232,304,31.1
 16671,ZCTA5 16671,19,0,0,0,0,20,0,19,47,0,0,0,12,0,0,0,0,0,40
 16672,ZCTA5 16672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16673,ZCTA5 16673,4678,4021,5103,4818,3131,3897,5181,4960,4684,4538,2819,3755,4214,3820,2843,1916,1218,1553,38.2
 16674,ZCTA5 16674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16675,ZCTA5 16675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16676,ZCTA5 16676,1665,1579,1861,1276,1275,2530,2273,2563,2171,1478,1773,2370,2415,2312,1716,991,651,652,41.6
 16677,ZCTA5 16677,2448,1632,1556,1425,1678,2291,2295,2191,2220,1467,2394,2109,2646,2406,2229,1696,1128,1292,44.7
 16678,ZCTA5 16678,1845,2111,1723,1385,1132,1866,2428,2163,2273,2209,2662,2577,2329,2047,1921,1315,802,860,44.7
 16679,ZCTA5 16679,515,433,373,822,509,687,581,531,550,911,693,723,690,841,628,509,200,403,46.8
 16680,ZCTA5 16680,1694,1632,1577,1529,1218,1422,2106,2145,2071,2040,2105,1868,1881,1443,1599,1147,791,811,42.7
 16681,ZCTA5 16681,6111,5737,5635,5290,4174,5352,4132,4496,4398,3917,4774,4602,4305,3767,2168,1363,828,311,34.2
 16682,ZCTA5 16682,2266,2421,2154,4006,6312,3746,3342,1849,1289,1758,1336,1553,2132,1388,917,406,460,405,27.2
 16683,ZCTA5 16683,692,658,1107,4812,2760,2044,2517,1200,1133,1266,840,791,1036,602,761,371,171,137,29
 16684,ZCTA5 16684,687,329,271,587,1314,3846,3044,1980,1072,971,853,775,830,621,590,171,243,290,33.3
 16685,ZCTA5 16685,6588,5776,6308,5285,4264,5780,5718,4225,5554,4227,4695,4016,4359,2070,1519,1459,472,604,32.3
 16686,ZCTA5 16686,1412,796,746,494,1233,3957,4393,3119,1952,1132,1065,1404,1073,691,740,159,136,99,34.2
 16687,ZCTA5 16687,970,1165,924,1188,1090,1620,1138,885,1193,1159,911,1192,1339,1085,707,253,297,511,38.7
 16688,ZCTA5 16688,218,41,40,15,820,1958,845,552,162,85,171,124,212,108,121,66,43,42,29.5
 16689,ZCTA5 16689,2009,1321,1126,1182,2376,4993,5011,3704,2181,1762,1827,2125,2434,1902,1513,953,928,1034,36.3
 16690,ZCTA5 16690,705,273,265,691,593,1888,1312,1305,442,630,673,401,833,632,232,254,153,88,34.9
 16691,ZCTA5 16691,1503,612,646,567,2248,5764,4994,2774,1598,1433,1045,1453,1273,1368,1092,1130,241,539,33.8
 16692,ZCTA5 16692,2493,2614,2672,3588,3667,3800,3866,2068,2653,2002,2400,2381,2661,2381,1633,1566,905,766,33.7
 16693,ZCTA5 16693,1858,1884,2368,1450,2091,2842,2011,2307,1272,1799,1899,2714,2621,1900,1269,862,640,584,38.7
 16694,ZCTA5 16694,1443,1418,2030,2835,1734,1709,1492,1820,1851,1295,1350,1323,2339,919,973,444,346,321,35.3
 16695,ZCTA5 16695,4891,4799,5243,5247,3895,4320,4882,3893,3087,3734,3728,3875,3125,1820,1472,1263,705,250,31.6
 16696,ZCTA5 16696,2573,3242,2990,1771,1428,2355,3388,2650,2078,1819,2047,2245,1980,1777,748,629,177,317,33.7
 16697,ZCTA5 16697,2526,2631,2185,2895,2158,2354,3423,2719,2038,1980,2500,2252,1942,1653,1229,814,391,745,35.1
 16698,ZCTA5 16698,452,467,720,375,288,444,498,556,677,409,462,558,873,527,372,149,195,78,42.2
 16699,ZCTA5 16699,1726,2473,2470,2429,1856,2765,2116,2006,1794,1635,1883,1543,2171,1821,1474,1126,519,664,36.2
 16700,ZCTA5 16700,3444,2952,3369,2544,3685,5289,4193,2472,2091,2249,2449,2675,2575,2257,1285,1202,664,646,32.1
 16701,ZCTA5 16701,3713,3456,4122,3100,3665,3718,3738,3147,3283,2715,3026,3800,4228,2521,2348,1406,1253,757,36.4
 16702,ZCTA5 16702,1560,2296,2254,2734,1923,2623,2137,2249,1718,1850,2260,1723,2220,2409,1447,1488,708,640,38.3
 16703,ZCTA5 16703,2320,2368,2345,2613,2039,2208,3030,2327,1890,2202,2170,1947,1314,895,670,363,183,134,32.7
 16704,ZCTA5 16704,4138,3798,4705,2882,5322,6395,5898,4361,3329,3035,4443,3366,3185,3061,1549,1335,1049,1335,33.1
 16705,ZCTA5 16705,3476,2589,2989,3097,4235,3962,4262,3475,2834,1955,2405,2702,2977,2377,1792,799,747,781,33.1
 16706,ZCTA5 16706,2190,2221,2196,2274,2267,3525,4893,3585,2968,2917,2311,2910,3066,2721,1688,860,601,914,38.4
 16707,ZCTA5 16707,2651,2163,1612,976,2366,5649,7505,4077,2679,1445,1869,1728,1634,1539,1002,379,575,454,33.3
 16708,ZCTA5 16708,2549,1919,1319,719,1664,4045,6445,4454,3241,2320,1672,1862,1803,1581,1449,874,521,663,35.9
 16709,ZCTA5 16709,2918,2725,3458,2242,1802,4358,4959,5573,3329,3332,2566,2496,2751,2762,1922,1257,932,942,37
 16710,ZCTA5 16710,4508,4401,4647,3761,3722,4561,5321,4778,3140,3462,4203,3258,3286,2169,1501,1041,617,365,33.5
 16711,ZCTA5 16711,1472,1213,1230,835,1375,1512,2128,1154,1369,1353,1437,1487,1505,1504,1274,1111,399,574,41.5
 16712,ZCTA5 16712,1991,2390,2846,2017,2549,2746,2557,2327,2004,1953,1871,1801,2262,1816,1183,530,385,325,34.3
 16713,ZCTA5 16713,2257,1873,2241,2175,1063,2869,2882,1974,2114,2028,1850,2563,2510,2046,1767,1062,893,1044,40.6
 16714,ZCTA5 16714,318,821,927,855,641,709,1137,990,556,1019,846,607,520,545,853,419,327,133,38
 16715,ZCTA5 16715,2925,2329,2399,1599,959,2397,2917,2788,2230,1858,2826,2065,1965,1456,1170,993,917,1030,38.6
 16716,ZCTA5 16716,386,456,607,375,335,317,353,321,764,522,544,469,582,583,350,501,160,335,45.8
 16717,ZCTA5 16717,436,224,250,220,197,217,128,205,138,193,148,171,177,88,69,67,33,52,28.5
 16718,ZCTA5 16718,810,965,991,818,607,621,728,843,597,696,823,817,610,637,254,330,64,131,36.2
 16719,ZCTA5 16719,443,630,949,1270,645,313,356,525,786,1235,945,1069,858,549,593,438,300,117,45.4
 16720,ZCTA5 16720,0,0,0,0,0,18,0,0,0,0,0,15,27,11,0,0,10,0,61.7
 16721,ZCTA5 16721,342,589,915,722,778,433,416,548,696,960,874,806,683,577,407,457,152,239,44.1
 16722,ZCTA5 16722,30,6,122,184,82,21,27,6,31,69,37,48,25,24,6,17,0,0,21.6
 16723,ZCTA5 16723,3040,3820,3737,3271,3177,3321,3381,3845,3987,3399,3657,4243,4034,2636,2297,1567,1101,808,40.1
 16724,ZCTA5 16724,311,357,375,458,300,162,200,172,366,385,427,745,475,363,324,212,70,59,47.2
 16725,ZCTA5 16725,366,487,643,566,193,373,473,583,560,532,645,679,417,407,423,150,175,214,41.9
 16726,ZCTA5 16726,2733,3555,3431,3426,1973,2735,2759,3786,4155,3531,3772,4017,3883,2894,1779,1221,689,787,41.8
 16727,ZCTA5 16727,1453,1273,1192,1020,956,1347,1822,1578,1283,1363,1411,1059,1203,1170,978,658,392,387,38.3
 16728,ZCTA5 16728,805,960,1575,1589,848,758,946,1206,1258,2055,1235,1339,1355,1201,809,826,721,1462,46.2
 16729,ZCTA5 16729,241,692,471,658,434,336,275,577,500,382,780,558,620,662,540,340,87,163,44.7
 16730,ZCTA5 16730,728,933,951,760,1146,781,745,600,432,865,667,819,640,570,606,685,332,524,37.5
 16731,ZCTA5 16731,0,0,0,280,182,26,3,0,0,0,0,0,4,12,20,31,55,105,20.8
 16732,ZCTA5 16732,1258,1127,1895,1514,1768,780,1116,1217,1496,1380,1619,1694,1530,1514,1401,851,659,888,43.8
 16733,ZCTA5 16733,570,573,803,925,534,551,275,469,706,863,867,801,881,816,520,218,156,108,44.6
 16734,ZCTA5 16734,442,676,850,1861,1344,336,327,433,767,705,1026,916,768,269,198,154,176,31,33
 16735,ZCTA5 16735,1266,1752,2238,1811,1187,1803,1730,1992,2160,1890,2000,2074,1891,1430,1124,743,647,440,40.9
 16736,ZCTA5 16736,23,71,49,14,12,11,79,25,5,29,18,12,12,18,2,4,0,0,30.9
 16737,ZCTA5 16737,429,270,404,481,483,248,170,451,485,279,488,452,301,428,338,156,78,40,40.6
 16738,ZCTA5 16738,1055,1369,1387,1122,1022,841,1141,979,975,1252,1307,1241,1044,1003,755,464,333,380,39.5
 16739,ZCTA5 16739,601,538,454,422,605,395,504,401,624,281,351,496,708,488,183,154,111,86,37.3
 16740,ZCTA5 16740,10,42,8,7,0,9,17,0,0,0,35,14,0,0,0,0,0,0,26.4
 16741,ZCTA5 16741,0,0,0,34,0,8,9,0,54,54,0,0,0,0,0,0,0,0,44
 16742,ZCTA5 16742,70,127,74,139,37,223,129,133,31,33,164,217,221,115,153,105,16,34,50.5
 16743,ZCTA5 16743,110,88,82,224,70,20,62,202,9,138,198,112,354,184,13,20,13,20,47.8
 16744,ZCTA5 16744,38,16,59,75,81,33,0,92,46,33,51,23,63,27,92,60,0,23,41.5
 16745,ZCTA5 16745,0,0,0,0,0,6,12,12,0,0,0,0,63,83,0,0,0,0,63.5
 16746,ZCTA5 16746,2236,2737,2925,2804,3421,3147,3424,2714,2891,2724,3605,3369,3482,3118,2846,1871,1488,1692,43.1
 16747,ZCTA5 16747,2505,2349,2819,3579,5163,3256,3668,3205,2858,2930,3508,3451,3930,3370,2846,1821,991,868,40
 16748,ZCTA5 16748,0,0,0,3503,1697,45,23,2,0,0,1,0,0,0,0,0,0,0,19.6
 16749,ZCTA5 16749,794,896,903,696,573,445,513,952,841,695,884,842,838,736,759,441,384,485,42.7
 16750,ZCTA5 16750,3107,2772,2379,3251,3078,3288,3318,3313,3127,2490,2576,2364,2435,1680,1476,880,578,796,35.4
 16751,ZCTA5 16751,1861,1506,2021,2310,2119,2701,2876,3435,2610,2578,3059,3799,3739,3381,2097,1466,1236,1317,46.3
 16752,ZCTA5 16752,487,466,147,153,598,325,589,289,536,294,309,289,191,94,159,107,42,35,32.6
 16753,ZCTA5 16753,1956,1227,1178,1362,1584,3251,3266,2000,1760,1639,1641,1960,1280,1453,1022,1009,643,595,36.2
 16754,ZCTA5 16754,986,1452,1372,1488,864,675,959,1034,1485,1424,1456,1106,1202,1467,896,678,846,660,43.9
 16755,ZCTA5 16755,1075,1288,1891,1280,526,569,652,1073,1949,1913,1284,1241,953,739,464,255,170,63,41.2
 16756,ZCTA5 16756,2191,1985,2245,3899,2704,2520,2685,2707,3263,3338,3387,3860,2983,1800,1285,729,550,525,40.6
 16757,ZCTA5 16757,960,895,690,619,1348,3473,2793,1658,1178,770,867,1063,1380,1019,720,347,233,308,33.5
 16758,ZCTA5 16758,34,0,0,0,8,51,7,6,0,0,0,0,0,14,0,0,0,0,28.4
 16759,ZCTA5 16759,0,0,0,0,0,0,0,0,0,0,0,39,41,12,66,63,104,161,82.2
 16760,ZCTA5 16760,0,0,129,84,223,36,0,6,30,66,132,53,104,13,45,13,1,33,44.2
 16761,ZCTA5 16761,1178,1579,1604,1510,1193,1163,1257,1371,1335,1483,1982,2473,2170,1498,1193,634,417,922,45.9
 16762,ZCTA5 16762,991,1229,1293,1227,1190,1222,1736,1245,1214,1281,1101,1356,1508,1180,892,623,339,270,39.6
 16763,ZCTA5 16763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16764,ZCTA5 16764,620,652,777,614,466,444,470,757,841,501,944,742,785,762,420,379,475,545,44.7
 16765,ZCTA5 16765,2963,3429,3976,3177,2870,3942,3375,3812,3916,3635,3711,4372,4040,3781,3021,2459,1880,2300,43.5
 16766,ZCTA5 16766,53,85,15,0,50,248,196,12,143,30,96,142,167,83,57,99,40,27,41.9
 16767,ZCTA5 16767,940,1348,1850,1718,1480,1617,1460,1556,1528,2054,2063,1986,2372,1713,1439,1223,676,1013,46.4
 16768,ZCTA5 16768,14,25,24,0,0,0,28,0,0,49,0,43,35,32,0,6,14,0,48.8
 16769,ZCTA5 16769,4,0,21,0,0,0,8,0,0,0,27,23,0,19,21,0,0,25,55.6
 16770,ZCTA5 16770,2591,2251,2328,2255,2666,3383,3772,3480,2374,2583,2866,3168,2637,2373,1453,1529,970,567,37.9
 16771,ZCTA5 16771,931,1208,987,571,739,880,1150,1145,1204,854,1027,1037,964,1058,660,620,391,442,41.3
 16772,ZCTA5 16772,2732,3157,2901,2986,3189,3022,3605,3293,3140,2743,3400,3324,3140,2336,1572,1146,853,1374,38.1
 16773,ZCTA5 16773,746,1003,1548,1219,894,977,825,1060,1381,1704,1417,1489,1249,1030,690,467,327,684,44.2
 16774,ZCTA5 16774,1537,1704,1742,1826,1847,1823,1530,2291,1823,2030,2048,2055,1826,1551,1017,533,479,421,39.3
 16775,ZCTA5 16775,0,0,9,0,0,0,0,0,0,9,11,0,12,9,10,0,0,0,64.1
 16776,ZCTA5 16776,452,1349,1524,1586,762,642,770,944,1592,1142,1539,1392,1427,873,620,453,164,291,42.5
 16777,ZCTA5 16777,0,0,0,24,0,27,27,0,0,39,0,53,75,66,48,0,27,0,60.8
 16778,ZCTA5 16778,941,640,707,704,619,805,805,582,631,890,920,704,1181,644,420,292,106,249,40.6
 16779,ZCTA5 16779,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,0,0,71.4
 16780,ZCTA5 16780,0,0,41,49,0,0,0,0,0,58,53,0,31,0,0,42,0,0,49.8
 16781,ZCTA5 16781,0,21,24,0,0,0,8,0,24,0,88,74,18,33,28,41,95,220,76.8
 16782,ZCTA5 16782,90,51,37,81,96,121,128,52,54,73,72,53,26,94,16,19,11,10,33.1
 16783,ZCTA5 16783,42,85,66,65,52,64,101,66,86,72,74,67,53,55,47,49,17,47,40.8
 16784,ZCTA5 16784,256,217,211,358,230,124,443,283,171,314,407,521,416,391,283,183,191,214,50
 16785,ZCTA5 16785,59,82,157,92,70,195,156,172,121,65,125,317,310,360,434,207,91,68,58.4
 16786,ZCTA5 16786,283,321,439,496,461,375,308,262,409,472,509,630,710,430,450,205,133,90,46.2
 16787,ZCTA5 16787,147,324,292,289,427,190,159,173,194,316,203,343,211,101,142,74,49,37,35.2
 16788,ZCTA5 16788,950,904,974,801,680,1161,941,949,661,1371,986,1273,1095,1120,551,549,204,245,42.5
 16789,ZCTA5 16789,331,415,630,461,384,542,280,390,736,823,624,615,645,332,289,235,106,171,43
 16790,ZCTA5 16790,23,15,8,0,0,0,0,15,43,0,0,2,27,0,30,6,0,5,44.2
 16791,ZCTA5 16791,817,1007,677,731,834,875,1250,899,711,876,1025,1295,1433,1422,1010,571,416,421,46.8
 16792,ZCTA5 16792,3,8,10,1,4,14,29,4,3,4,17,8,11,29,3,3,5,4,50
 16793,ZCTA5 16793,901,1516,764,1132,787,774,766,1445,1079,1043,1199,1019,1047,958,865,514,341,317,41.1
 16794,ZCTA5 16794,314,257,320,252,381,390,322,327,211,245,450,441,494,584,446,299,168,360,51.9
 16795,ZCTA5 16795,411,756,853,735,639,861,660,783,1023,677,1083,1169,1387,912,727,722,305,376,47.3
 16796,ZCTA5 16796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16797,ZCTA5 16797,1159,1304,1562,1140,941,518,676,1272,1339,1362,1695,794,1060,930,533,376,246,183,39.9
 16798,ZCTA5 16798,563,550,618,650,356,738,702,706,688,540,764,922,1038,910,531,431,260,266,45.3
 16799,ZCTA5 16799,147,171,269,188,116,132,122,200,175,140,230,298,227,274,252,93,72,250,50.4
 16800,ZCTA5 16800,518,315,482,3098,2690,1057,620,475,518,729,714,719,724,619,568,195,266,309,25.8
 16801,ZCTA5 16801,238,278,376,370,615,412,509,458,536,568,538,744,726,626,365,264,220,375,48
 16802,ZCTA5 16802,57,71,128,150,64,74,129,50,102,185,139,151,243,137,153,118,36,18,49
 16803,ZCTA5 16803,0,0,20,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,52.5
 16804,ZCTA5 16804,0,19,0,29,46,24,27,15,51,40,31,50,77,55,16,23,6,8,53.1
 16805,ZCTA5 16805,0,0,0,7,10,0,0,0,0,17,16,14,0,0,0,0,11,0,52.4
 16806,ZCTA5 16806,259,156,180,214,157,268,209,172,362,310,275,289,475,391,189,24,50,18,45.7
 16807,ZCTA5 16807,731,860,714,656,774,570,755,588,686,658,846,791,1111,950,508,374,102,189,42.3
 16808,ZCTA5 16808,181,174,247,307,299,332,188,251,207,347,501,394,399,289,187,91,111,45,46.2
 16809,ZCTA5 16809,246,301,615,499,257,409,259,192,683,418,256,776,225,297,147,48,87,76,41.3
 16810,ZCTA5 16810,5,12,8,0,19,0,7,16,0,0,26,0,31,0,28,0,0,0,50.6
 16811,ZCTA5 16811,0,0,108,192,0,48,50,8,216,25,0,23,83,0,0,0,0,0,32.6
 16812,ZCTA5 16812,313,287,190,353,71,189,309,346,309,253,291,401,289,243,268,304,140,59,43.3
 16813,ZCTA5 16813,30,14,23,35,35,34,12,22,18,5,14,39,13,11,14,23,4,8,33.3
 16814,ZCTA5 16814,46,11,15,63,29,43,40,76,55,21,49,77,57,26,8,9,0,0,36.6
 16815,ZCTA5 16815,194,296,298,215,346,213,204,340,249,292,383,414,458,285,238,211,91,147,46.2
 16816,ZCTA5 16816,0,17,0,5,36,15,5,6,17,26,51,8,34,15,19,18,0,19,51.3
 16817,ZCTA5 16817,163,160,119,170,239,253,224,152,110,279,243,240,366,169,246,127,120,56,48.4
 16818,ZCTA5 16818,33,27,3,3,23,17,29,22,4,9,2,30,18,26,9,24,10,13,37.4
 16819,ZCTA5 16819,327,572,797,631,497,369,637,587,595,475,771,660,501,392,504,357,145,342,41.6
 16820,ZCTA5 16820,154,95,188,122,108,207,251,157,182,107,163,223,122,134,256,165,127,223,46.2
 16821,ZCTA5 16821,0,0,0,20,22,0,27,0,0,22,20,0,16,0,0,10,9,0,48.2
 16822,ZCTA5 16822,481,376,413,464,338,325,568,590,509,273,459,497,637,643,607,232,211,523,45.2
 16823,ZCTA5 16823,357,467,440,475,292,454,384,260,292,152,501,380,371,248,268,129,141,140,35.1
 16824,ZCTA5 16824,2961,2928,2894,2747,2882,2433,2806,2039,2429,2085,2221,1919,1480,1541,1194,683,314,447,31.7
 16825,ZCTA5 16825,1519,1273,1402,1397,1555,1196,1148,1428,837,1490,833,809,1143,613,652,394,128,136,32.9
 16826,ZCTA5 16826,2108,2237,2868,3220,3232,2165,2040,1998,1676,1684,1583,1806,1355,710,742,399,395,384,28.8
 16827,ZCTA5 16827,1293,1182,1062,1187,1090,1379,1493,1489,796,1083,1330,1880,1423,1067,955,707,461,687,40.9
 16828,ZCTA5 16828,1487,2347,2363,2726,1946,1931,2401,2171,2466,2064,2455,2652,2901,1653,1883,1138,564,747,41.2
 16829,ZCTA5 16829,1543,1280,1378,1516,1383,1973,1680,1448,1625,1321,1375,1566,1390,1306,1089,670,608,824,39.4
 16830,ZCTA5 16830,1333,1466,1617,1531,1495,1186,1226,1282,1709,1717,2319,1503,1615,1201,1172,698,578,444,43.1
 16831,ZCTA5 16831,674,759,622,451,580,847,777,590,442,866,718,560,485,418,524,394,272,246,38.3
 16832,ZCTA5 16832,493,845,978,1108,934,985,724,728,1040,811,1073,1090,833,860,1217,1013,557,1112,46.5
 16833,ZCTA5 16833,814,776,701,452,1053,907,793,770,436,581,735,846,527,455,494,233,226,319,35.4
